    FACTOR MATRIX (1996-2005) INTELLECTUAL ST                                                                                                                                                                                                                            
 120New product development                    -0,043    0,005     -0,027    -0,003    0,052     -0,003    0,058     0,016     -0,011    0,064     0,021      0,06     -0,058    0,047     0,039     -0,086    -0,007    -0,083    -0,014    0,061     0,031     -0,08     -0,171  
 121Flexibility                                -0,043    0,044     -0,403    -0,019    0,001     -0,004    -0,046    -0,01      0,03     0,029     0,088     -0,05     -0,139    0,004     0,032     0,075     -0,05     -0,062    -0,05     0,109      0,08     -0,06     0,016   
 122Internet of Things (IoT)                   -0,044    -0,01     0,015     0,149     -0,774    0,008     0,006     0,002     0,003     -0,043    -0,03     -0,001    -0,01     0,024     -0,003    0,029     0,009     0,104     -0,046    0,023     -0,02     -0,006      0     
 123Action theory                              -0,045    0,064     0,041     0,033     0,005     0,008     -0,005    0,644     0,039     0,056     -0,001    -0,053    -0,13     -0,025    0,007     0,009     0,028      0,01     -0,029    0,256     0,085     0,058     -0,072  
 124Diffusion of innovation theory             -0,045    -0,015    0,034     -0,005     0,01     0,011     -0,032    0,001     -0,066    -0,029    0,023     0,007     0,012     0,001     -0,016    -0,01     -0,002    -0,006    -0,02     0,004     0,012     -0,001    -0,003  
 125Ambidextrous innovation                    -0,046    -0,065      0       0,029     0,009     -0,032    -0,02     -0,052    -0,008    0,108     -0,048    0,006      0,03     0,065     -0,116    0,036      0,03     -0,11     0,035     0,011     -0,04     -0,065    0,068   
 126Standard                                   -0,047    0,064      0,01     -0,015    0,058     -0,05     0,065     0,067     0,035     -0,004    -0,003    0,053     -0,023    -0,044    -0,032    0,179     0,105     -0,074    0,171     -0,136     0,08     -0,011    0,065   
 127Contingency theory                         -0,047    -0,022    0,006     -0,022     0,02     -0,01     0,236     -0,025    -0,033    -0,021    0,053     0,005     0,028     0,008     -0,007    0,009     0,001     0,013     -0,001    -0,043    -0,035    -0,039    -0,026  
 128Urban/city                                 -0,049    -0,019    0,034     0,015     -0,054    0,285     -0,05     -0,02     0,536     -0,012    -0,028    0,005      0,02     -0,173    -0,003    -0,001    0,035     -0,053    -0,019    -0,07     -0,032    0,016     -0,078  
 129Transparency                               -0,05     -0,027    0,033     -0,05     0,044     -0,048    0,013     0,012     0,113     -0,012     0,04     0,052     0,003     0,039     -0,025    0,017     -0,052     0,08     0,021      0,01     0,134     -0,018    0,142   
 130Utility                                    -0,055    0,005     -0,107    0,262     -0,076     0,02     -0,112    -0,016    0,113     -0,365    -0,006    0,055     0,064      0,01     0,065     -0,152    0,011     0,045     -0,063    -0,082    0,143     -0,03     -0,112  
 131Digital infrastructure                     -0,056    0,075     0,055     0,148     0,073     0,032     -0,001    0,001     -0,006    0,239     0,112     0,085     0,039     0,143     -0,086    0,176     -0,035    0,027     0,129     -0,053    -0,021    0,021     0,323   
 132e-Government                               -0,058    0,062     -0,021    -0,055    0,003     -0,062    0,037     0,042      0,45     -0,218    -0,041    -0,285    -0,041    -0,062    -0,058    -0,066    -0,04     -0,019    -0,066    -0,037    0,066     -0,079    0,356   
 133National government                        -0,058    -0,029    0,082     0,053     -0,036    -0,025    0,012     0,054     -0,05     -0,087     -0,2     -0,035    -0,058    -0,071    0,154     -0,128    0,095     -0,096    -0,006    -0,219    0,065     -0,101    0,275   
 134Sustainability                             -0,06     -0,01     0,029     -0,065    0,045     -0,043    -0,067      0        0,18     -0,007    -0,113    0,101     0,082     -0,07     0,181     -0,056    -0,195    0,047     -0,034    -0,102    -0,141    0,086     -0,06   
 135Public service                             -0,06     0,034     -0,003    0,197     0,028     -0,028     0,01      0,03     0,215     -0,045    0,038     -0,044    0,033     -0,634    -0,062    -0,084    -0,348    -0,024    -0,041    -0,017    -0,004    -0,017     0,11   
 136Mobile service innovation                  -0,063    0,063     0,057     -0,094    -0,028    0,006     -0,067    0,022     -0,059    -0,063    0,017     -0,008    -0,169    -0,066      0       -0,011    0,001     -0,018    0,542     0,105     0,041     0,008     0,033   
 137Customer service innovation                -0,063    -0,023    0,022     -0,012    0,023     -0,01     -0,035    -0,02     -0,024    0,004     -0,027    0,032     0,039     0,014     -0,01     -0,011    0,012     0,009     -0,001    0,289     0,009     -0,02     -0,02   
 138Digital/ICT/ITservice innovation           -0,064    -0,008    0,011     0,052     -0,152    0,007     0,779     -0,018    -0,036    -0,014    0,034     -0,008    0,022     0,025     0,005     0,037     -0,012    -0,005    -0,017    0,028     0,001     0,004       0     
 139Cloud computing                            -0,064    -0,043     0,04     -0,034    -0,065    -0,054    -0,054    -0,025     0,27       0       0,058     0,201     0,023      0,02     0,051     0,056     0,072     0,335     -0,007    -0,021    -0,004    -0,091    -0,019  
 140Sociomateriality                           -0,064    0,385     0,052      0,46     0,023     0,017      0,01     0,026     -0,121    0,064     0,022     -0,019    -0,007    0,153     -0,074    0,105     0,003     0,053     -0,064    -0,046    0,014     0,001      0,03   
 141Open service innovation                    -0,065    0,002     -0,022    -0,065    -0,093    0,032     -0,057    -0,031    0,017     -0,028    -0,121    0,244     0,002     -0,009    -0,105    -0,08     0,028      0,5      -0,045    0,018     -0,101    -0,079    0,015   
 142Innovation diffusion theory (IDT)          -0,066    -0,005    -0,002    -0,032    0,005     0,005     -0,038    -0,005    0,017     -0,024    0,056     -0,029    -0,128    -0,048    -0,036    -0,014    -0,028    -0,008    0,003     0,019     0,083      0,01     0,165   
 143Boundary resources                         -0,071    0,744      0,02     0,026     -0,003    0,016     -0,001    -0,001    -0,081    0,037     -0,008    -0,014    0,024     0,014     -0,038     0,1      -0,009    -0,023    0,178     -0,032    0,004     0,015     0,047   
 144Interoperability                           -0,071    -0,049    -0,141    0,043     0,011     -0,004    -0,114    0,001     0,258     -0,081    0,103      0,06     0,016     0,013     0,095     0,042     0,028     -0,005    -0,005    -0,07     0,233     0,021      0,03   
 145Absorptive capacity/ACAP                   -0,072    -0,017    -0,006    -0,065    0,027     -0,002    0,305     0,282     -0,04     0,134     0,071      0,03     -0,094     0,04     -0,008    -0,095    -0,021    -0,054    -0,052    0,012     -0,043    -0,082    -0,187  
 146Smart Service System                       -0,075    -0,016    0,028     0,111     -0,499    0,004     0,128     0,013     -0,016    0,011     0,025     -0,025    0,016     0,021     0,067     0,107     -0,032    -0,014    0,011     0,063     0,007     0,011     -0,016  
 147Pervasive/ubiquitous                       -0,08     -0,093    -0,009    0,428     -0,228    -0,016    -0,003    -0,034    0,091     0,097     0,102     0,004     0,037     0,211     0,064     0,033     -0,027    -0,017    0,066     0,039     0,103     0,038     0,104   
 148Digital platform                           -0,082    0,298     -0,025    -0,075      0       -0,019    -0,013    -0,071    0,146     0,079     0,015     0,016     0,025     0,012     -0,018    -0,151    0,029     -0,22     -0,067    -0,025    -0,146     0,31     -0,047  
 149Dynamic capability                         -0,082    0,023     -0,033    -0,128    -0,031    -0,036    0,023     -0,036    0,023     0,051     0,129     -0,055    0,014     0,011      0,01     0,032     -0,034    -0,294    -0,053    0,237     -0,097    -0,094    -0,064  
 150Technology policy                          -0,082    -0,022    0,039     -0,017    0,008     -0,002    -0,049    -0,005    -0,079    -0,027    0,041     -0,079     0,01     0,011     -0,006    -0,017    -0,001    -0,016    -0,039    -0,151    0,002     -0,036    -0,09   
 151Technological innovation                   -0,083    -0,053      0       -0,088    -0,01     -0,039    -0,082    -0,019    -0,086    0,168     -0,059    -0,223    0,104     0,035     -0,141    -0,208    0,089     -0,021    0,043     -0,063    -0,093    -0,017    0,256   
 152Service-oriented architecture (SOA)        -0,086    -0,026    -0,139    -0,015    -0,024    -0,004    -0,039    -0,039    -0,013    -0,052     0,09     -0,004    0,013     0,044     -0,012    0,125     -0,041    -0,002    -0,026    0,059     0,473     0,138     -0,05   
 153Multidisciplinary                          -0,089    0,081     0,031     -0,029    -0,062    -0,045    0,001     -0,04     0,028     -0,004    -0,154    0,124      0,01     -0,03     0,033     0,178     0,093     0,284     -0,047    0,046     0,015     -0,079    -0,023  
 154New service development                    -0,092    -0,007    0,028     -0,027    0,077     -0,031    -0,01     -0,019    -0,023    -0,145    -0,081    0,077     0,079     0,052      0,07     -0,082    -0,032    -0,017    -0,042    0,174     -0,022    -0,115    -0,138  
 155Platform-ecosystem                         -0,094    0,505     -0,026    -0,102    -0,027    -0,009    0,014     -0,05     0,003     0,081     -0,021    -0,003    0,013     0,015     0,006     -0,061    -0,032    -0,12     -0,019    -0,055    -0,039    0,023     -0,002  
 156knowledge-intensive business service (KIB  -0,121    -0,063    0,058     -0,05     -0,002    -0,003    -0,069    0,009     -0,11     -0,025    0,051     -0,026    0,053      0,02     -0,043    -0,047    -0,006    -0,083    -0,042    -0,183    -0,021    -0,06     -0,144  
 157knowledge-intensive service (KIS)          -0,127    -0,048    0,064     -0,042    0,018     -0,006    -0,101    -0,003    -0,168    -0,065    0,083     -0,069     0,03     0,009     -0,012     0,07     -0,011    -0,084    -0,03     -0,137    0,018     -0,016    -0,138  
 158Service operations                         -0,132    -0,013     0,05     -0,004    0,054     -0,012    -0,047    -0,013    -0,023    -0,076    -0,231    0,063     0,069     0,034     0,011     0,078     -0,009    0,064     -0,015    0,151     0,162     0,004     -0,123  
 159ICT                                        -0,14     -0,065    -0,084    -0,011    -0,106    -0,082    0,163     -0,069    0,116     -0,086    0,288     0,178     -0,073    0,098     -0,004     0,2      0,037     0,058      0,05     0,077     0,093     -0,015    0,134   
 160Adoption and diffusion                     -0,144    -0,048    0,047     -0,004    0,028     0,164     0,008     0,098     -0,017    -0,054    0,031     0,071     -0,042    -0,051    -0,079    -0,059    0,055     0,091     -0,063    0,048     0,018     -0,058    0,475   
 161Service sector                             -0,156    -0,054    0,065     -0,057    0,053     -0,008    -0,023    -0,059    -0,109    -0,033    0,035     -0,354    -0,041    0,036     0,048     0,011     -0,028    0,153     -0,054    -0,134    0,032     -0,076    -0,162  
 162Service industries                         -0,164    -0,032    0,047     -0,087    0,014     -0,015    -0,082    -0,016    -0,106    -0,018    0,098     -0,153    -0,042    0,022     0,095     -0,024    -0,021      0       0,137     -0,107    0,022     -0,048    -0,151  
 163Innovation in services                     -0,185    -0,044    0,024     -0,088    -0,002    -0,026    -0,062    -0,052    0,002     -0,045    0,065     -0,369    -0,082    -0,024    -0,087    -0,043    0,012      0,09     -0,059    -0,171    -0,053    -0,121    -0,085  
 164Service innovation                         -0,326    -0,018    0,077     -0,01     -0,028    -0,011    -0,044    0,042     -0,146    -0,102    -0,021    0,052     -0,013    -0,153    0,149     -0,158    -0,039    0,058      0,05     0,452     -0,07     -0,064    0,033   
